PCA_0,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,y_primary,y_label,trade_date,FirstTime
-1.4680632570944863,-1.8315938083813055,-0.817531413927191,2.0478209122600384,-0.015003913116839808,-2.903390388706467,0.3045253147894926,0.13532740743487615,0.6351833776679217,2.7446224367157317,1.1056808647043523,-2.208150031735749,-0.24451468901073967,0.0,0.0,2000-03-27,2000-04-24
-1.6908052687568438,-1.040045423627334,-0.2121984756477972,0.6296083602938701,0.7728245513276937,-2.9060767535355674,0.2957153963608104,-0.03643170541832372,0.44357987012748845,2.351695219982652,1.0500665494832195,-2.2411345322897733,-0.069537146926109,0.0,0.0,2000-03-28,2000-04-25
-2.102199404225345,-0.19482443920118916,-0.5408462906743899,0.36316708999686437,0.9418350385929001,-3.125419660387131,0.05354602857125165,-0.6327171534349995,0.5322360615679003,2.347729119530589,1.4047382379436062,-1.677662709177079,0.07386902296278998,0.0,0.0,2000-03-29,2000-04-26
-2.008817479682368,-0.6860294084565194,-1.2230457906227925,1.266332145468083,0.5071951353646531,-2.747055961345769,-0.006095049580974787,-0.37937243441794394,0.602446122291548,2.321143963904351,1.794211249259941,-1.6762524494903333,-0.1859382427368918,0.0,0.0,2000-03-30,2000-04-27
-2.256574532784409,0.13992457355658583,-0.90046237474746,0.25709347589559867,0.8363776301842963,-2.9561288002228383,-0.05015615305373033,-0.47511453013713506,0.7113260889497148,2.3649393854465655,1.8893348905478276,-1.4199457459255314,-0.23624359038479578,0.0,0.0,2000-03-31,2000-04-28
-2.4217640863839645,0.2270405113345805,-1.0526480469927368,0.7156185397326255,0.7129192779085559,-3.070164598450475,0.04254229452475729,-0.5457350416270308,1.0312363049151307,1.9176534727190793,1.9465164262588568,-1.2827723961316078,-0.32534062450883494,0.0,-0.0,2000-04-03,2000-04-07
-2.9643767270698893,1.6865272432828495,-0.45093682912926975,-0.33313710145769737,1.134743975571929,-3.168261886428833,0.12477304826621669,-0.4243306357949955,1.2074534437905977,1.87396209469114,1.9078473384171055,-1.0966137110598768,-0.33607820259868676,0.0,-0.0,2000-04-04,2000-05-09
-2.724668021028467,0.8740588753388384,-1.2729164106364972,1.4306285013833766,0.5133217834449798,-2.8373610350083776,0.09742341872127247,-0.37035418351755356,1.2127868785579754,1.7478404973825494,2.1123548924825206,-1.1993097832831452,-0.321118327363666,0.0,-0.0,2000-04-05,2000-05-09
-2.495084544951551,0.470993536966639,-1.96569444629972,1.6665541626283793,0.26476079125717195,-2.8032237912319014,-0.17835611994489967,-0.8144058887020893,0.9954783228754361,2.007323923001988,2.1569426168531916,-1.0231175217292205,0.12072744854025583,0.0,-0.0,2000-04-06,2000-04-24
-1.8429417215826187,-1.0845699190128444,-2.4053481254937092,1.0382636171474675,0.29988038268022404,-2.5486892310508256,-0.3835415305410038,-0.7113101150704952,0.5626872463863597,3.212928473613416,1.667672211821766,-0.8147950697739487,-0.025178323447334432,0.0,-0.0,2000-04-07,2000-04-24
-1.8278646015746725,-0.9526281699256657,-2.3514551682545033,0.05968103975013982,0.3938788232952091,-2.356829168196126,-0.4976289441081773,-0.5803817938732799,0.31849167189345395,3.43963994018523,1.6320402589540026,-0.9336312314617375,0.1870906772506755,0.0,-0.0,2000-04-10,2000-04-24
-1.730329000750604,-1.242794282557047,-2.3508661722687636,-0.017147717046282034,0.5063300984654644,-2.548855028889268,-0.456696180815322,-0.7909506928529993,0.30618976165403866,3.456859783346174,1.398626599920924,-0.7749931000008861,0.10651159752080945,0.0,-0.0,2000-04-11,2000-04-27
-2.01484598328437,-0.5703168519416418,-2.1863781261874897,-0.3545731515242651,0.6325315762184799,-2.5303360670758996,-0.5324396684798595,-0.8154317706174119,0.31045352611047045,3.3886164357874953,1.709369567165271,-0.7709436116299389,0.1371766115646267,0.0,-0.0,2000-04-12,2000-04-24
-1.7352943127461844,-1.4345169183414648,-2.1384421930086637,0.8188428906758881,0.17432689372636248,-2.8332871959057244,-0.0027643221386910778,-0.7659739063720893,0.594727109568746,2.5089611079066247,0.8208330263605633,-1.0155236031392165,0.047866076085872185,0.0,-0.0,2000-04-13,2000-04-21
-1.2107483540126878,-2.3251341512621715,-2.1106990680899975,0.23041135500351073,0.35900916855800485,-2.6583087188814485,0.044206654950388495,-0.36064006230357293,0.5009780597490294,3.074794353279772,0.5965421147872043,-0.9155943080677198,-0.41724505233189507,0.0,-0.0,2000-04-14,2000-05-09
-2.0180115148925553,-0.5278343460220042,-1.183206033086658,-1.1288249055759687,0.9180302061063178,-2.87932051632632,0.13084855345916843,-0.2921332944479325,0.7160115985866469,2.655091023318761,0.7917055955149098,-0.9431163889995601,-0.3851568830583666,0.0,-0.0,2000-04-17,2000-04-27
-2.334311479332448,-0.08798156907892359,-1.5780488727602924,0.686845942185897,0.35120268139751254,-2.720212496674939,0.14829031070257045,-0.39791787843985255,0.9283928094840334,1.719632239661372,1.440043514452989,-1.1766185156196336,-0.1336137065648497,0.0,-0.0,2000-04-18,2000-04-27
-2.2941966258277158,-0.07078975847844723,-1.6585751008744636,0.6606723678841561,0.4027459322907288,-2.9209605595401276,0.08780027735150538,-0.602544428693942,0.9485194762682924,1.8947980883282358,1.4852458235869774,-1.0504288126792056,-0.2276371303816047,0.0,-0.0,2000-04-19,2000-04-27
