ts_code,trade_date,open,high,low,close,vol,amount,return_rate,macd,roc,middleboll,upboll,downboll,cci,rsi,wr,k,d,j,pe_ttm,lncap,turnover_rate_rolling,roe,debt_to_assets,q_gr_yoy,sh_chg,alpha,beta,var_e
600000.SH,2000-02-29,3.22,3.27,3.17,3.22,109559.0,275768.296,0.0031,0.0014813159431277968,0.6250000000000089,3.1845000000000008,3.364028622553033,3.0049713774469686,4.5417680454183404,51.41082465807974,55.17241379310334,33.330350069291214,29.637524569111672,40.7160010696503,70.5807,15.618205021620016,3.6232599999999993,6.5944,92.6751,53.0924,0.005703000000000001,0.006490594466777798,0.6058988675360311,0.000568443205417323
600000.SH,2000-03-01,3.22,3.47,3.22,3.3,417051.0,1096015.251,0.0248,0.013679882273872873,-5.1724137931034475,3.1950000000000003,3.3758168599497984,3.014183140050202,103.54391371340645,56.948933096381666,44.736842105263214,40.641720329838236,33.30580773041637,55.31354552868197,72.4034,15.643701597891289,4.202109999999999,6.5944,92.6751,53.0924,-0.009818,0.0069192219841279915,0.594308475056331,0.0006085047087916442
600000.SH,2000-03-02,3.3,3.32,3.21,3.25,129999.0,330633.29,-0.0152,0.01467836795931072,-0.9146341463414531,3.2010000000000005,3.380695649128713,3.0213043508712882,30.613333333334406,52.84242007457522,57.89473684210527,41.12958725975903,35.91383752372707,51.56108673182294,71.2817,15.6280884782341,4.32532,6.5944,92.6751,53.0924,0.008994,0.0065303023024936195,0.5870571461073293,0.0006026357928516915
600000.SH,2000-03-03,3.27,3.41,3.27,3.32,161098.0,420418.261,0.0215,0.022850778756411658,3.105590062111796,3.2120000000000006,3.3925955061514688,3.0314044938485325,159.04185936203112,57.52065493612031,39.47368421052637,46.864320689382154,39.564094950920115,61.46477216630622,72.9081,15.650648750494273,4.449869999999999,6.5944,92.6751,53.0924,0.014598,0.00509519136717064,0.616445578181202,0.0005648183889010389
600000.SH,2000-03-06,3.39,3.44,3.27,3.27,206162.0,542130.542,-0.0151,0.02070203607240434,2.8301886792452713,3.221,3.3937669559048587,3.0482330440951415,167.74874637107416,53.39324722815615,55.55555555555556,46.05768107678282,41.72866175796406,54.715719714420345,71.7864,15.635144563958308,4.627464999999999,6.5944,92.6751,53.0924,-0.032759,0.004717102750745825,0.617602183503871,0.0005505047169723817
600000.SH,2000-03-07,3.22,3.36,3.2,3.3,111329.0,284899.208,0.0092,0.021759316716069163,4.430379746835422,3.229,3.400789344685194,3.0572106553148064,93.79874696330435,55.48403132457555,47.222222222222285,48.2977395952135,43.918380064456024,57.05645865672845,72.3473,15.642926704400363,4.680439999999999,6.5944,92.6751,53.0924,0.008157,0.006168536447098618,0.624405346840817,0.0005865260350077517
600000.SH,2000-03-08,3.32,3.35,3.25,3.29,57714.0,148007.818,-0.003,0.019900131738572826,-0.3030303030302939,3.2375,3.403299498443784,3.0717005015562155,90.07597340930712,54.593460885360635,50.0,48.86516416890196,45.567320998346894,55.460850510012094,72.0388,15.638654023594585,4.727844999999999,6.5944,92.6751,53.0924,0.01843,0.0052928338706942,0.5998817628281419,0.0005841606916395251
600000.SH,2000-03-09,3.29,3.52,3.25,3.38,264910.0,704219.251,0.0274,0.028397188205307754,6.962025316455689,3.2495,3.420253746972835,3.0787462530271648,160.49158859675583,60.77497132800951,34.14634146341465,54.52802515715473,48.554237961672044,66.4755995481201,74.0298,15.665916222625063,5.04278,6.5944,92.6751,53.0924,0.0036580000000000002,0.004736492407573676,0.6037364733639449,0.0006053346253852437
600000.SH,2000-03-10,3.38,3.39,3.26,3.28,105700.0,273452.598,-0.0296,0.019765923236200786,4.1269841269841345,3.2535,3.4231156646191923,3.0838843353808074,83.65223229271533,52.16670553189276,58.53658536585369,46.82818047734569,47.97888346654434,44.5267744989484,71.8425,15.63592550894138,5.01477,6.5944,92.6751,53.0924,-0.015757,0.005243977965176775,0.5963704957143617,0.0006335971831993134
600000.SH,2000-03-13,3.27,3.32,3.24,3.26,55664.0,142355.325,-0.0060999999999999995,0.01055547267354065,2.8391167192429068,3.2424999999999997,3.3746681544572343,3.110331845542765,27.0106927010693,50.60289258280885,74.28571428571433,37.468765291457174,44.47550262130902,23.455290631753485,71.5902,15.632406443726184,4.7308200000000005,6.5944,92.6751,53.0924,0.013974,0.0015053522847691965,0.32854368807874623,0.0005323238068854219
600000.SH,2000-03-14,3.2,3.25,3.17,3.25,113752.0,285003.725,-0.0031,0.002660998138789561,3.1746031746031855,3.2409999999999997,3.372052420206973,3.1099475797930265,-53.73426231512036,49.788785575716524,77.14285714285712,32.59821695398277,40.5164012812107,16.761848299526918,71.2817,15.6280884782341,4.498125,6.5944,92.6751,53.0924,-0.025177,0.0008714803513043237,0.4349766879881819,0.000354798236683289
600000.SH,2000-03-15,3.25,3.25,3.2,3.21,42200.0,106073.477,-0.0123,-0.007693562734438608,0.0,3.2404999999999995,3.3719654247121142,3.1090345752878847,-60.37469070342796,46.522755836447274,88.57142857142857,25.541661176256206,35.52481610418317,5.575351320402277,70.4965,15.617012415634893,4.266109999999999,6.5944,92.6751,53.0924,-0.0023,-0.0015669123689634017,0.5720098869040566,0.00032865297743322775
600000.SH,2000-03-16,3.2,3.21,3.1,3.13,75702.0,187216.559,-0.024900000000000002,-0.023973735043011674,-2.795031055900632,3.2379999999999987,3.3760465215253994,3.099953478474598,-143.2942914424396,40.697970662937394,92.8571428571429,19.408722286590265,30.152781142345475,-2.0793954249201505,68.7019,15.591225330023473,4.02432,6.5944,92.6751,53.0924,-0.043975999999999994,0.0006455958364990185,0.5837774228099201,0.0003261316017649839
