trade_date,close,end_date,UpperBound,LowerBound,y_primary,pred_y,pred_p
2016-09-06,11.96,2016-10-13,0.016955154800234178,-0.015771055955395914,-1.0,1,0.49582285711964597
2016-09-07,12.01,2016-10-14,0.016651068124755405,-0.014779740598473165,-1.0,0,0.5117417922696166
2016-09-08,12.1,2016-10-17,0.017023256060117516,-0.013901578774433583,-1.0,0,0.5224085041227686
2016-09-09,12.07,2016-10-18,0.01608379159788795,-0.013735607387031059,-1.0,0,0.5187253270911073
2016-09-12,11.95,2016-10-19,0.015791729949185797,-0.01555289661555337,-1.0,1,0.48918514220051795
2016-09-13,11.99,2016-10-20,0.015452270586132097,-0.01460761185570276,-1.0,1,0.48668251965452164
2016-09-14,11.95,2016-10-21,0.014538894825421351,-0.01440325121217576,-1.0,1,0.49197659271369065
2016-09-19,12.0,2016-10-24,0.014449319281807356,-0.013526594107918488,-1.0,1,0.4853889597209214
2016-09-20,12.0,2016-10-25,0.013725525860929953,-0.012890679275030502,-1.0,0,0.504444152027497
2016-09-21,11.99,2016-10-26,0.012981230776397136,-0.012378274341535727,-1.0,0,0.5026495287755659
2016-09-22,12.05,2016-10-27,0.013137402105763836,-0.011639489140889228,-1.0,0,0.5018006252366501
2016-09-23,12.01,2016-10-28,0.01239683679895676,-0.011670153640260687,-1.0,1,0.48911561005289267
2016-09-26,12.01,2016-10-31,0.011776966805418843,-0.011119491566598586,-1.0,1,0.495077825590388
2016-09-27,12.01,2016-11-01,0.011188667467614447,-0.010593808918205643,-1.0,1,0.48484284253226984
2016-09-28,12.01,2016-11-02,0.010630285572602967,-0.010092080218375954,-1.0,0,0.5031498961072955
2016-09-29,12.03,2016-11-03,0.010298444627303355,-0.009487687402050343,-1.0,1,0.49539328993152176
2016-09-30,12.02,2016-11-04,0.009728731066096098,-0.009147569767057658,1.0,1,0.48947743737484367
2016-10-10,12.06,2016-11-07,0.009735840507390837,-0.008581456474927487,1.0,1,0.4876286707315261
2016-10-11,12.08,2016-11-08,0.009421951157596422,-0.008053698937748629,1.0,1,0.4864589036418945
2016-10-12,12.03,2016-11-09,0.009025209427724359,-0.008568219324052547,-1.0,1,0.48623675258680393
2016-10-13,11.98,2016-11-10,0.008588974806728177,-0.00897550757007273,-1.0,0,0.5298388276193322
2016-10-14,12.0,2016-11-11,0.008418102927169564,-0.008444013522576538,-1.0,0,0.5289086452838261
2016-10-17,11.86,2016-11-14,0.009544903609254744,-0.011796917957480103,-1.0,1,0.48608323685742083
2016-10-18,11.91,2016-11-15,0.01002620133490428,-0.011263738126155796,-1.0,1,0.4846846800010746
2016-10-19,11.86,2016-11-16,0.009392774184094028,-0.011312450328559685,-1.0,0,0.5124687420029875
2016-10-20,11.87,2016-11-17,0.009111952858213753,-0.010696421750825538,-1.0,1,0.49951035327723986
2016-10-21,11.88,2016-11-18,0.008828860292507932,-0.010110046433442405,-1.0,0,0.5026192065760482
2016-10-24,12.01,2016-11-21,0.011836194801731769,-0.010919172738767718,-1.0,1,0.4712102430539716
2016-10-25,11.97,2016-11-22,0.011157147587541135,-0.010956032387716518,-1.0,1,0.46189903623574285
2016-10-26,11.9,2016-11-23,0.010639832272741808,-0.01156263280623382,-1.0,1,0.46623698597128393
2016-10-27,11.8,2016-11-24,0.010374150213120242,-0.012809064981517779,-1.0,1,0.4896616135080709
2016-10-28,11.87,2016-11-25,0.011290360080834736,-0.01236956868081346,-1.0,0,0.5022493705811538
2016-10-31,11.86,2016-11-28,0.010689229817548338,-0.011818037598481467,-1.0,1,0.4784529870566591
2016-11-01,11.88,2016-11-29,0.010442140470337893,-0.011139633224515486,-1.0,1,0.4746158575524667
2016-11-02,11.81,2016-11-30,0.009917652706389859,-0.011672527103026731,-1.0,1,0.4743827035782374
2016-11-03,11.92,2016-12-01,0.0120507564127591,-0.011867071343049602,-1.0,1,0.46936665134205335
2016-11-04,11.95,2016-12-02,0.011788497089599592,-0.011146115359862424,-1.0,1,0.47193557640922656
2016-11-07,11.97,2016-12-05,0.011391662016346919,-0.01048664997515615,-1.0,1,0.48697514707994866
2016-11-08,12.01,2016-12-06,0.011269321225654293,-0.009821929378862643,-1.0,1,0.49242812481565545
2016-11-09,12.0,2016-12-07,0.010651371405565971,-0.009494207353706862,-1.0,1,0.4946589802537943
2016-11-10,12.08,2016-12-08,0.011427699138997794,-0.009104550711125264,-1.0,1,0.47442899012001544
2016-11-11,12.09,2016-12-09,0.010894599573504405,-0.00864032242447688,-1.0,1,0.4552834921959537
2016-11-14,12.1,2016-12-12,0.010388780501121514,-0.00819681546152518,-1.0,1,0.4505811926340688
2016-11-15,12.09,2016-12-13,0.009828095964228602,-0.007997270452212872,-1.0,1,0.47424526219358465
2016-11-16,12.1,2016-12-14,0.009382358830658756,-0.007573516700739762,-1.0,1,0.47270913584472
2016-11-17,12.1,2016-12-15,0.008900792867298637,-0.007264221416419547,-1.0,1,0.4699964757389348
2016-11-18,12.1,2016-12-16,0.008444135018591595,-0.006963427515415277,-1.0,1,0.46875270953790443
2016-11-21,12.13,2016-12-19,0.008311953289975044,-0.006496075072815518,-1.0,1,0.4591547649366044
2016-11-22,12.16,2016-12-20,0.008167174809310507,-0.006048046898547124,-1.0,1,0.4836809717237663
2016-11-23,12.34,2016-12-21,0.013054878750736767,-0.008318524926712752,-1.0,1,0.47356398036231745
2016-11-24,12.31,2016-12-22,0.012477093947540287,-0.008648964297232848,-1.0,1,0.4573979213762831
2016-11-25,12.46,2016-12-23,0.014697778806032152,-0.008910423408134943,-1.0,1,0.47678308728002783
2016-11-28,12.55,2016-12-26,0.014827464616985496,-0.008219857352221353,-1.0,1,0.4641809384002218
2016-11-29,12.58,2016-12-27,0.01419242568207525,-0.007756971490145788,-1.0,1,0.47312165112017224
2016-11-30,12.51,2016-12-28,0.014090441432349082,-0.009334554306317664,-1.0,1,0.4670695330938685
2016-12-01,12.5,2016-12-29,0.013379341299442182,-0.00922877675684233,-1.0,1,0.46812846578320627
2016-12-02,12.46,2016-12-30,0.012784859331937461,-0.009639110460061403,-1.0,1,0.44641041457753733
2016-12-05,12.61,2017-01-03,0.014942648042824492,-0.009810780015889009,-1.0,1,0.4482948263606898
2016-12-06,12.55,2017-01-04,0.014445325110748896,-0.010716492133997746,-1.0,1,0.3527443781929578
2016-12-07,12.44,2017-01-05,0.014430640973950734,-0.012733125423556837,-1.0,1,0.4072608205573152
2016-12-08,12.49,2017-01-06,0.014206519550557038,-0.011908767385914943,-1.0,1,0.37818888816700363
2016-12-09,12.64,2017-01-09,0.016217405424804845,-0.011852772513938185,-1.0,1,0.3172529253443181
2016-12-12,12.75,2017-01-10,0.016718352202675996,-0.011112255759510921,-1.0,1,0.31188035086673827
2016-12-13,12.52,2017-01-11,0.019048354702571872,-0.017404743634946332,-1.0,1,0.3237231736467724
2016-12-14,12.52,2017-01-12,0.018087510025723924,-0.016600433345491293,-1.0,1,0.3428515558700809
2016-12-15,12.17,2017-01-13,0.021920830050233306,-0.025908713053832355,-1.0,1,0.4333144638284948
2016-12-16,12.14,2017-01-16,0.020707389783240507,-0.024791664881734884,-1.0,1,0.45474322405101714
2016-12-19,12.04,2017-01-17,0.01932610121772388,-0.02458330249731403,-1.0,1,0.4690080091937506
2016-12-20,11.87,2017-01-18,0.018275403363945994,-0.02571763309309899,-1.0,1,0.4630167894001805
2016-12-21,11.9,2017-01-19,0.018127143368194966,-0.024384398837428628,-1.0,1,0.4620651195160011
2016-12-22,11.8,2017-01-20,0.016835408107056485,-0.024096734483982182,-1.0,1,0.4562058215966273
2016-12-23,11.8,2017-01-23,0.01630468087728331,-0.022874452361168467,-1.0,1,0.4051207621329757
2016-12-26,11.85,2017-01-24,0.0165990164698764,-0.021743095431486777,-1.0,1,0.4040944880508444
2016-12-27,11.77,2017-01-25,0.015437578411736652,-0.021386983186526994,-1.0,1,0.400569757849776
2016-12-28,11.73,2017-01-26,0.014500238940349332,-0.020530652784207258,-1.0,1,0.4000051838482534
2016-12-29,11.71,2017-02-03,0.013789386863288629,-0.01956928510296961,-1.0,1,0.39899247959463713
2016-12-30,11.82,2017-02-06,0.01578780967324978,-0.019226765223437334,-1.0,1,0.38139500206025173
2017-01-03,11.88,2017-02-07,0.016081871224880008,-0.018221878627430653,-1.0,1,0.3756887467395103
2017-01-04,11.9,2017-02-08,0.015593588117362212,-0.017205975767288984,-1.0,1,0.38557960279043446
2017-01-05,11.88,2017-02-09,0.01471727355724887,-0.016499910002420713,-1.0,1,0.38565656595155673
2017-01-06,11.79,2017-02-10,0.01385658245109441,-0.016917063044345124,-1.0,1,0.4798607719513002
2017-01-09,11.81,2017-02-13,0.013541954684047296,-0.01598715141127413,-1.0,1,0.4521232509231882
2017-01-10,11.8,2017-02-14,0.0128638470061112,-0.015228548806935478,-1.0,0,0.5512120443652887
2017-01-11,11.78,2017-02-15,0.012132586183590451,-0.014595887812907658,-1.0,0,0.5679515054240647
2017-01-12,11.75,2017-02-16,0.011382415468609325,-0.014087307418943939,-1.0,0,0.5550393650368053
2017-01-13,11.86,2017-02-17,0.013407600863167777,-0.014064407865851477,-1.0,1,0.4643780579899754
2017-01-16,12.07,2017-02-20,0.018377724947365382,-0.01560055033074587,-1.0,1,0.38882951969367385
2017-01-17,11.95,2017-02-21,0.017845627272652344,-0.01721865976237755,-1.0,1,0.4876333004776332
2017-01-18,12.01,2017-02-22,0.017673444480281693,-0.01615380720908069,-1.0,1,0.40242725911381616
2017-01-19,12.06,2017-02-23,0.017308420687013854,-0.015133510774974846,-1.0,1,0.38124325404765935
2017-01-20,12.1,2017-02-24,0.016784838767817698,-0.014188491704544313,-1.0,1,0.39055269477136884
2017-01-23,12.08,2017-02-27,0.015853675324186477,-0.013828408933605795,-1.0,1,0.40295320859183165
2017-01-24,12.17,2017-02-28,0.016277968560938817,-0.013017013255175342,-1.0,1,0.40359864276020374
2017-01-25,12.17,2017-03-01,0.015442308029742611,-0.01249191989595661,-1.0,1,0.40947283062906953
2017-01-26,12.2,2017-03-02,0.014872502662446404,-0.011726913398544784,-1.0,1,0.42906919498591284
2017-02-03,12.12,2017-03-03,0.014369047967202548,-0.012780181490339179,-1.0,1,0.45736292277410545
2017-02-06,12.14,2017-03-06,0.013804227890591322,-0.012042872506762559,-1.0,1,0.4614633352082984
2017-02-07,12.15,2017-03-07,0.01316583839425645,-0.011419850189839948,-1.0,1,0.45112502166838603
2017-02-08,12.15,2017-03-08,0.012494496822161572,-0.01091479320864188,-1.0,1,0.45781146368840936
2017-02-09,12.19,2017-03-09,0.012264448184378565,-0.010206621105479798,-1.0,1,0.4630870039858508
2017-02-10,12.23,2017-03-10,0.012019527303193103,-0.0095291123270466,-1.0,1,0.3997270760818385
2017-02-13,12.28,2017-03-13,0.01190877277709657,-0.0088745877986783,-1.0,1,0.38119007847800535
2017-02-14,12.21,2017-03-14,0.011627903429433501,-0.009968402734674118,-1.0,1,0.40198854876493545
2017-02-15,12.28,2017-03-15,0.01197539018121269,-0.009388222885954197,-1.0,1,0.3713046579142881
2017-02-16,12.23,2017-03-16,0.011447087410811432,-0.009887269381768034,-1.0,1,0.39746442189436276
2017-02-17,12.13,2017-03-17,0.011422869506773669,-0.011573510337639167,-1.0,1,0.4968018643234048
2017-02-20,12.33,2017-03-20,0.016311943249572216,-0.013305380191783858,-1.0,0,0.5357645615561323
2017-02-21,12.3,2017-03-21,0.01541225268154434,-0.013149171819735826,-1.0,0,0.5226937262235525
2017-02-22,12.21,2017-03-22,0.014830557555924703,-0.014173484395240809,-1.0,0,0.5211403568378502
2017-02-23,12.17,2017-03-23,0.01394921032406177,-0.013983286988204915,-1.0,0,0.5459484872891148
2017-02-24,12.18,2017-03-24,0.013354439707905334,-0.013232890023082464,-1.0,0,0.5458287880850755
2017-02-27,12.09,2017-03-27,0.012769843157557817,-0.014069393442718077,-1.0,0,0.5449804865554332
2017-02-28,12.09,2017-03-28,0.012182710181327662,-0.013358493772663136,-1.0,0,0.5489345310478989
2017-03-01,12.07,2017-03-29,0.011471914581514872,-0.012859528307008873,-1.0,0,0.5604171141497061
2017-03-02,11.96,2017-03-30,0.011136788835168018,-0.014125582205853067,-1.0,0,0.564337966175606
2017-03-03,11.92,2017-03-31,0.01039741952355284,-0.013730137335125027,-1.0,0,0.5629536307385846
2017-03-06,11.96,2017-04-05,0.010689943951102985,-0.013057641018715916,-1.0,0,0.5649648832035776
2017-03-07,11.98,2017-04-06,0.010517831918838013,-0.012336224503821139,-1.0,0,0.565027151494991
2017-03-08,11.95,2017-04-07,0.009850724873071768,-0.011972127688056501,-1.0,0,0.572189488132429
2017-03-09,11.82,2017-04-10,0.009953988565963226,-0.013949543493806558,-1.0,0,0.5669933883591621
2017-03-10,11.83,2017-04-11,0.009761300541694216,-0.013223945476409612,-1.0,0,0.5634122398889212
2017-03-13,11.91,2017-04-12,0.011160422741510054,-0.012998053872919222,-1.0,0,0.5638689551135528
2017-03-14,11.85,2017-04-13,0.010442181710833703,-0.013057181305918188,-1.0,0,0.5804647716129425
2017-03-15,11.84,2017-04-14,0.00992118964676201,-0.012439522613743212,-1.0,0,0.5757451576112731
2017-03-16,11.87,2017-04-17,0.009971870149108917,-0.01177417140494905,-1.0,0,0.5441630904510977
2017-03-17,11.81,2017-04-18,0.009346014004448787,-0.011948096093066051,-1.0,0,0.5773176317757136
2017-03-20,11.77,2017-04-19,0.00870503799752007,-0.01170692179198331,-1.0,0,0.5600717382967512
2017-03-21,11.66,2017-04-20,0.008541000739144423,-0.01302841941032545,-1.0,0,0.5617486972453498
2017-03-22,11.5,2017-04-21,0.009028493398967486,-0.015698062672893177,-1.0,0,0.5728359808469619
2017-03-23,11.58,2017-04-24,0.010955289796263042,-0.015656328663148193,-1.0,0,0.5746568478390124
2017-03-24,11.63,2017-04-25,0.011558032810326004,-0.014992306070841139,-1.0,0,0.5493138781680489
2017-03-27,11.69,2017-04-26,0.01223846791029239,-0.014355191336472749,-1.0,0,0.5591464330318058
2017-03-28,11.67,2017-04-27,0.011534241252478027,-0.013773181495212639,-1.0,0,0.5713885373555323
2017-03-29,11.57,2017-04-28,0.011019929865732312,-0.014683732942492199,-1.0,0,0.5572969815905547
2017-03-30,11.52,2017-05-02,0.01024763471154116,-0.014381551780990582,-1.0,0,0.5478793046747514
2017-03-31,11.67,2017-05-03,0.014185867791947237,-0.015449887997639569,-1.0,0,0.527128635330676
2017-04-05,11.78,2017-05-04,0.015658736434156884,-0.015011897572640421,-1.0,0,0.5139617847647334
2017-04-06,11.74,2017-05-05,0.014727012158706705,-0.014789396045906098,-1.0,0,0.5093086590226614
2017-04-07,11.74,2017-05-08,0.014009643483829017,-0.014066086048437992,-1.0,0,0.5067187901340178
2017-04-10,11.64,2017-05-09,0.013459460791517023,-0.015129575492829906,-1.0,0,0.5318560278673768
2017-04-11,11.58,2017-05-10,0.012597897751835481,-0.015099430100642375,-1.0,0,0.5430658917144356
2017-04-12,11.58,2017-05-11,0.012062587855472536,-0.014325879028202582,-1.0,0,0.5499095460027447
2017-04-13,11.48,2017-05-12,0.011489160862333375,-0.015174995732898657,-1.0,0,0.5426720157775183
2017-04-14,11.31,2017-05-15,0.011813585045684465,-0.017967435642862576,-1.0,0,0.5101866392304529
2017-04-17,11.34,2017-05-16,0.012058129746609473,-0.017111613620246813,-1.0,0,0.5119503791566272
2017-04-18,11.15,2017-05-17,0.01243486017797236,-0.02020705987316805,-1.0,0,0.5353746955673206
2017-04-19,11.01,2017-05-18,0.011671617725199607,-0.02110360792561476,-1.0,0,0.5195233002658581
2017-04-20,10.87,2017-05-19,0.01083633302506645,-0.0217890860635373,-1.0,0,0.5173387760979631
2017-04-21,10.97,2017-05-22,0.013779408969215815,-0.02193666171830849,-1.0,0,0.5253275233285408
2017-04-24,10.93,2017-05-23,0.012955783244246889,-0.021021869064854547,-1.0,0,0.5528324195007415
2017-04-25,10.97,2017-05-24,0.01352094915122726,-0.020114074417491332,-1.0,0,0.5350338909740252
2017-04-26,10.97,2017-05-25,0.013136807284721212,-0.019102015858960132,-1.0,0,0.5320508265596358
2017-04-27,11.09,2017-05-26,0.01580416180943334,-0.01912506480517331,-1.0,0,0.5559294938380143
2017-04-28,11.09,2017-05-31,0.015139928048866016,-0.01814455456882123,-1.0,0,0.549740813250422
2017-05-02,11.05,2017-06-01,0.01417818193162671,-0.017582367830633806,-1.0,0,0.5265874719639295
2017-05-03,10.99,2017-06-02,0.013214221265017978,-0.017322770411738686,-1.0,0,0.5256237992008221
2017-05-04,10.92,2017-06-05,0.012289089689734398,-0.017225396060576943,-1.0,0,0.5132401852696508
2017-05-05,10.88,2017-06-06,0.011471062944363498,-0.01664200680369723,-1.0,0,0.5239463078142854
2017-05-08,10.83,2017-06-07,0.01064804904938376,-0.0162027125411619,-1.0,0,0.5115041814499128
2017-05-09,10.76,2017-06-08,0.009833582290409024,-0.016097325449636865,-1.0,0,0.5054944352561368
2017-05-10,10.65,2017-06-09,0.00924176205561086,-0.016851815390150335,-1.0,1,0.49632640413662354
2017-05-11,10.75,2017-06-12,0.01219273989495785,-0.01728755005477928,-1.0,1,0.4842407717028748
2017-05-12,11.09,2017-06-13,0.025597183197259146,-0.024187725722811863,-1.0,1,0.49349593440798256
2017-05-15,11.13,2017-06-14,0.024722052717227227,-0.02276111500225111,-1.0,1,0.4986852398628369
2017-05-16,11.13,2017-06-15,0.02347756254115586,-0.021703380799034614,-1.0,0,0.5038845909676994
2017-05-17,11.09,2017-06-16,0.022116882956835122,-0.021197385190153996,-1.0,1,0.49771399272785655
2017-05-18,10.94,2017-06-19,0.02138029601129084,-0.02311979803191268,-1.0,1,0.4919479142711818
2017-05-19,10.95,2017-06-20,0.020489641826148187,-0.021892048416234614,-1.0,1,0.48377795155070596
2017-05-22,10.96,2017-06-21,0.019630867660006265,-0.020728283146274933,-1.0,1,0.4702395953708718
2017-05-23,11.25,2017-06-22,0.027204289343291936,-0.02314957002134454,-1.0,1,0.43629488116049314
2017-05-24,11.28,2017-06-23,0.026042884639604892,-0.021860043348319154,-1.0,1,0.46815725085428966
2017-05-25,12.41,2017-06-26,0.0747691856856562,-0.05189899594592147,-1.0,0,0.5250419374783745
2017-05-26,12.32,2017-06-27,0.07094138381507308,-0.051639783574360706,-1.0,0,0.5212141471301678
2017-05-31,12.32,2017-06-28,0.0673197458494553,-0.04985639325071554,-1.0,0,0.5048268916551877
2017-06-01,12.4,2017-06-29,0.0642637155017451,-0.04722544410288532,-1.0,1,0.47952879373754775
2017-06-02,12.37,2017-06-30,0.06090923702193643,-0.04595080099439662,-1.0,1,0.4744787370030857
2017-06-05,12.33,2017-07-03,0.057689695835707926,-0.044765396572695716,-1.0,1,0.48117626973494737
2017-06-06,12.28,2017-07-04,0.05459691383329813,-0.043684452595334704,-1.0,1,0.47899090082019014
2017-06-07,12.32,2017-07-05,0.05201102912579253,-0.04150927848192086,-1.0,1,0.47351583901038935
2017-06-08,12.32,2017-07-06,0.04934088146277999,-0.0398392975468961,-1.0,1,0.4802940332183084
2017-06-09,12.41,2017-07-07,0.04743499417198323,-0.03744784681951685,-1.0,1,0.44097119088859577
2017-06-12,12.27,2017-07-10,0.04498748712755995,-0.038103877618185615,-1.0,1,0.4594274329678615
2017-06-13,12.08,2017-07-11,0.04276971564348976,-0.03949406894453203,-1.0,1,0.4585365087165833
2017-06-14,11.96,2017-07-12,0.04027566198991441,-0.03919769592895266,-1.0,1,0.4882912612845445
2017-06-15,11.88,2017-07-13,0.03789735148231564,-0.03819823933192168,-1.0,1,0.4944521885909294
2017-06-16,11.85,2017-07-14,0.035844121642888346,-0.03659254398300808,-1.0,0,0.5000681386657729
2017-06-19,11.9,2017-07-17,0.03462193493236309,-0.034499078954376185,-1.0,0,0.5065553561147393
2017-06-20,11.8,2017-07-18,0.03252191683032271,-0.034010761421667896,-1.0,0,0.5185223064492621
2017-06-21,11.84,2017-07-19,0.03139120276529865,-0.03209063358603953,-1.0,0,0.5128409055153508
2017-06-22,12.06,2017-07-20,0.03373221812111464,-0.0308221793398802,-1.0,0,0.5002740944123467
2017-06-23,12.13,2017-07-21,0.03268191373284592,-0.02894425959744333,-1.0,1,0.4688664702623659
2017-06-26,12.13,2017-07-24,0.031021543788819304,-0.02763985671393125,-1.0,1,0.4002201417334885
2017-06-27,12.19,2017-07-25,0.02996242254231534,-0.025969467569797573,-1.0,1,0.3736500337515302
2017-06-28,12.27,2017-07-26,0.02917995992779152,-0.024310143524084966,-1.0,1,0.3668404385514569
2017-06-29,12.25,2017-07-27,0.027606079655938216,-0.02350481719544181,-1.0,1,0.38517062619293746
2017-06-30,12.14,2017-07-28,0.026201127435299832,-0.024204747113898323,-1.0,1,0.3729724707817903
2017-07-03,12.05,2017-07-31,0.02469903429906872,-0.02430230924637212,-1.0,1,0.3813602460780619
2017-07-04,12.04,2017-08-01,0.023415825077781227,-0.023209264315817636,-1.0,1,0.43608784214475765
2017-07-05,12.11,2017-08-02,0.02308439530039448,-0.021792745087189327,-1.0,1,0.44467255057326993
2017-07-06,12.15,2017-08-03,0.022301732828695638,-0.020504525492938595,-1.0,1,0.42913589738684627
2017-07-07,12.09,2017-08-04,0.021002227904140133,-0.020309516505121857,-1.0,1,0.45581890761494614
2017-07-10,12.03,2017-08-07,0.019746993809005655,-0.020072635876560548,-1.0,1,0.4199152476250042
2017-07-11,12.28,2017-08-08,0.02459505814168183,-0.020927781917088634,-1.0,1,0.32244300139202026
2017-07-12,12.34,2017-08-09,0.023854741610639555,-0.019603396455055235,-1.0,1,0.34241897200417354
2017-07-13,12.74,2017-08-10,0.03257187368739863,-0.022553989975203293,-1.0,1,0.3209627901402146
2017-07-14,13.04,2017-08-11,0.03525531948534838,-0.021715329460028784,-1.0,1,0.368371498584631
2017-07-17,13.21,2017-08-14,0.03471690289124645,-0.01999024524929063,-1.0,1,0.3926563196761178
2017-07-18,13.0,2017-08-15,0.03469953398997122,-0.024403986599630237,-1.0,1,0.3525273994462013
2017-07-19,13.14,2017-08-16,0.034000838139036975,-0.022628676214442752,-1.0,1,0.36895647426650247
2017-07-20,13.07,2017-08-17,0.0323735190601129,-0.02309394398548003,-1.0,1,0.3752533179581845
2017-07-21,12.91,2017-08-18,0.03129890940658699,-0.025226912910490593,-1.0,1,0.3860915726177113
2017-07-24,13.12,2017-08-21,0.032344691415374646,-0.023746218395096948,-1.0,1,0.4064890780974603
2017-07-25,12.97,2017-08-22,0.031107057401918017,-0.02549891514547629,-1.0,1,0.4221801474584983
2017-07-26,12.84,2017-08-23,0.029589074682711748,-0.02641980311735971,-1.0,1,0.4488792355019543
2017-07-27,12.84,2017-08-24,0.02808834810787832,-0.02522091192970267,-1.0,1,0.4660404124176333
2017-07-28,12.93,2017-08-25,0.02753817761631109,-0.023610497264628355,-1.0,1,0.46476340105368796
